City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,anadyr,64.75,177.4833,-3.72,93,0,2.0,RU,1715035523
287,guerrero negro,27.9769,-114.0611,18.32,58,23,8.83,MX,1715035479
288,vorkuta,67.5,64.0,-18.27,100,91,1.34,RU,1715035523
289,tura,25.5198,90.2201,20.35,95,100,1.6,IN,1715035523
290,baiculesti,45.0667,24.7,10.94,82,14,1.92,RO,1715035523
291,badajoz,38.6667,-6.1667,13.85,64,1,2.52,ES,1715035524
292,bodo,67.28,14.405,5.43,58,0,5.14,NO,1715035524
293,chilecito,-29.1619,-67.4974,17.82,34,0,2.05,AR,1715035524
294,as sulayyil,20.4607,45.5779,30.14,19,5,4.75,SA,1715035524
295,kirksville,40.1948,-92.5833,22.25,74,20,6.69,US,1715035287
296,independencia,-5.3964,-40.3086,23.62,72,100,1.4,BR,1715035524
297,valparaiso,-33.0393,-71.6273,14.13,58,0,3.09,CL,1715035507
298,anzio,41.4853,12.6179,17.47,79,95,5.38,IT,1715035524
299,necochea,-38.5473,-58.7368,11.17,72,0,4.04,AR,1715035484
300,adelaide,-34.9333,138.6,18.28,61,0,2.24,AU,1715035502
301,argostolion,38.1811,20.489,17.64,39,82,1.64,GR,1715035525
302,saldanha,-33.0117,17.9442,14.03,93,7,5.07,ZA,1715035525
303,west end,26.6833,-78.9667,26.99,69,0,4.22,BS,1715035255
304,haiku-pauwela,20.9219,-156.3051,27.34,80,40,11.83,US,1715035525
305,pasni,25.2631,63.471,27.85,64,0,3.73,PK,1715035448
306,freetown,8.484,-13.2299,27.77,85,73,2.52,SL,1715035525
307,chuzhou,32.3219,118.2978,17.68,78,20,1.56,CN,1715035526
308,tanggu,39.0211,117.6469,15.98,36,86,4.34,CN,1715035526
309,colares,38.7992,-9.4469,14.86,83,2,5.36,PT,1715035526
310,chui,-33.6971,-53.4616,19.42,99,100,2.55,UY,1715035526
311,severo-yeniseyskiy,60.3725,93.0408,-0.24,88,82,4.92,RU,1715035526
312,saurimo,-9.6608,20.3916,18.67,64,50,0.68,AO,1715035526
313,borujen,31.9652,51.2873,11.18,68,38,5.25,IR,1715035526
314,sabang,5.8933,95.3214,29.27,75,96,4.35,ID,1715035526
315,sakhipur,24.3,90.1833,21.49,87,93,2.43,BD,1715035526
316,kuching,1.55,110.3333,28.34,100,40,0.51,MY,1715035434
317,valle de la pascua,9.2155,-66.0073,32.96,41,100,2.01,VE,1715035527
318,umm kaddadah,13.6017,26.6876,28.03,15,0,6.94,SD,1715035527
319,lincoln city,44.9582,-124.0179,12.61,88,94,4.02,US,1715035527
320,libertad,8.9442,125.5019,25.71,73,96,1.67,PH,1715035527
321,huainan,32.6264,116.9969,18.62,71,15,1.28,CN,1715035527
322,westport,41.1415,-73.3579,23.16,81,40,3.09,US,1715035301
323,villa de cos,23.2833,-102.35,31.33,11,51,11.03,MX,1715035527
324,betio village,1.358,172.9211,28.96,75,10,5.71,KI,1715035528
325,tazacorte,28.629,-17.9293,21.75,73,0,4.63,ES,1715035528
326,miahuatlan,18.5667,-97.4333,21.0,51,88,4.06,MX,1715035528
327,nar'yan-mar,67.6713,53.087,-10.5,91,81,4.02,RU,1715035528
328,kidal,18.4411,1.4078,34.25,9,95,5.05,ML,1715035412
329,banjarmasin,-3.3244,114.591,25.08,93,58,0.52,ID,1715035502
330,mount gambier,-37.8333,140.7667,10.81,85,13,2.25,AU,1715035528
331,san rafael del yuma,18.4299,-68.6739,27.76,85,32,3.73,DO,1715035529
332,hithadhoo,-0.6,73.0833,29.28,73,100,3.27,MV,1715035529
333,igarka,67.4667,86.5833,-7.29,93,100,5.85,RU,1715035529
334,codrington,-38.2667,141.9667,11.03,86,4,2.36,AU,1715035529
335,wakkanai,45.4094,141.6739,2.31,96,100,15.37,JP,1715035529
336,la foa,-21.7108,165.8276,23.23,60,0,2.85,NC,1715035529
337,dursunbey,39.586,28.6257,8.08,58,0,0.76,TR,1715035529
338,pacific grove,36.6177,-121.9166,20.21,67,0,6.17,US,1715035530
339,peace river,56.2501,-117.286,18.17,39,100,1.54,CA,1715035338
340,prado,-17.3411,-39.2208,24.99,87,3,3.39,BR,1715035530
341,buta,2.7858,24.73,25.47,63,47,1.26,CD,1715035530
342,ust'-kulom,61.6864,53.6902,-1.58,93,100,4.38,RU,1715035530
343,margate,51.3813,1.3862,11.84,94,71,2.7,GB,1715035530
344,severodvinsk,64.5635,39.8302,-2.15,68,100,0.6,RU,1715035530
345,dubbo,-32.25,148.6167,12.07,76,0,5.66,AU,1715035276
346,nurota,40.5614,65.6886,20.82,42,81,3.47,UZ,1715035530
347,santana,-0.0583,-51.1817,28.1,89,75,1.54,BR,1715035290
348,port alfred,-33.5906,26.891,19.31,86,0,1.76,ZA,1715035531
349,baotou,40.6522,109.8222,16.29,23,5,2.71,CN,1715035531
350,lata,40.1629,-8.3327,7.29,97,11,0.92,PT,1715035531
351,kavaratti,10.5669,72.642,30.25,68,77,3.46,IN,1715035531
352,watsa,3.0372,29.5355,20.0,77,77,1.38,CD,1715035415
353,bikenibeu village,1.3673,173.1241,28.94,75,10,5.53,KI,1715035387
354,kuqa,41.7278,82.9364,22.83,27,97,3.92,CN,1715035531
355,san patricio,28.017,-97.5169,29.92,70,39,7.42,US,1715035532
356,courthezon,44.0873,4.8838,13.08,94,75,0.0,FR,1715035532
357,luis correia,-2.8792,-41.6669,29.0,84,20,2.06,BR,1715035532
358,kashgar,39.4547,75.9797,17.56,48,40,5.0,CN,1715035532
359,mazamari,-11.3258,-74.5308,26.24,72,59,0.17,PE,1715035532
360,gisborne,-38.6533,178.0042,12.28,76,100,6.02,NZ,1715035364
361,richards bay,-28.783,32.0377,19.76,76,0,4.19,ZA,1715035532
362,franklin,39.9667,-83.0166,21.35,91,75,3.6,US,1715035400
363,priyutovo,53.9,53.9333,1.92,93,10,2.24,RU,1715035533
364,port saint john's,-31.6229,29.5448,22.85,47,0,3.0,ZA,1715035533
365,ketchikan,55.3422,-131.6461,9.99,81,75,8.23,US,1715035533
366,huarmey,-10.0681,-78.1522,20.86,81,38,4.65,PE,1715035533
367,troitsko-pechorsk,62.7084,56.1964,-0.17,90,100,3.13,RU,1715035533
368,labytnangi,66.6572,66.4183,-18.68,94,31,2.91,RU,1715035533
369,jejuri,18.2833,74.1667,23.91,60,0,2.52,IN,1715035529
370,rio preto da eva,-2.6994,-59.6997,24.35,96,98,1.36,BR,1715035534
371,kalmunai,7.4167,81.8167,26.85,84,100,3.18,LK,1715035534
372,camalu,30.85,-116.0667,17.08,62,5,7.27,MX,1715035534
373,flin flon,54.7682,-101.865,17.91,32,100,5.66,CA,1715035534
374,kamaishi,39.2667,141.8833,14.87,94,100,4.95,JP,1715035534
375,dongola,19.1667,30.4833,26.53,21,0,5.87,SD,1715035534
376,guixi,28.2886,117.2133,20.08,88,100,1.47,CN,1715035534
377,hobyo,5.3505,48.5268,28.75,77,100,5.51,SO,1715035534
378,vanino,49.0869,140.2543,3.29,85,100,4.07,RU,1715035535
379,tromso,69.6496,18.957,1.01,60,100,4.63,NO,1715035460
380,aoulef,26.9667,1.0833,30.26,7,93,4.99,DZ,1715035535
381,ndjole,-0.1783,10.7649,25.99,96,89,1.46,GA,1715035535
382,puerto colombia,10.9878,-74.9547,30.05,83,100,5.72,CO,1715035535
383,jutai,-5.1833,-68.9,25.27,95,99,1.45,BR,1715035535
384,nelson bay,-32.7167,152.15,19.44,82,33,0.45,AU,1715035535
385,darwin,-12.4611,130.8418,23.99,63,20,4.12,AU,1715035536
386,nizhnevartovsk,60.9344,76.5531,0.01,64,0,4.0,RU,1715035536
387,fort bragg,35.139,-79.006,25.08,84,100,3.6,US,1715035413
388,palafrugell,41.9174,3.1631,13.59,45,100,5.36,ES,1715035536
389,yemva,62.59,50.8594,-2.95,81,41,1.69,RU,1715035536
390,rabo de peixe,37.8,-25.5833,18.73,99,20,5.14,PT,1715035336
391,harnosand,62.6323,17.9379,-1.99,73,8,1.59,SE,1715035536
392,sinan,34.8262,126.1086,16.06,79,40,10.43,KR,1715035536
393,n'zeto,-7.2312,12.8666,25.45,94,17,2.8,AO,1715035537
394,thinadhoo,0.5333,72.9333,28.99,79,95,4.02,MV,1715035537
395,morehead city,34.7229,-76.726,26.01,85,0,7.72,US,1715035537
396,miranda,3.2499,-76.2281,29.07,87,97,1.11,CO,1715035537
397,eyl,7.9803,49.8164,28.25,82,67,2.06,SO,1715035537
398,oxford,51.7522,-1.256,12.81,93,100,2.06,GB,1715035418
399,businga,3.3333,20.8833,25.33,65,54,1.13,CD,1715035537
400,zalingei,12.9096,23.4741,27.35,13,0,3.02,SD,1715035537
401,vallenar,-28.5708,-70.7581,14.77,42,0,1.82,CL,1715035538
402,portland,45.5234,-122.6762,14.75,69,75,6.69,US,1715035260
403,kingaroy,-26.5333,151.8333,17.07,78,65,6.31,AU,1715035538
404,gallup,35.5281,-108.7426,15.91,14,0,9.77,US,1715035538
405,xinyuan,37.3,99.0,4.09,43,99,0.28,CN,1715035538
406,san rafael,-34.6177,-68.3301,14.08,59,0,2.97,AR,1715035323
407,malvan,16.0667,73.4667,26.25,86,1,4.65,IN,1715035538
408,tofol,5.3248,163.0078,30.88,70,75,5.14,FM,1715035407
409,revelstoke,50.9832,-118.2023,14.01,41,100,1.03,CA,1715035338
410,mahina,-17.5065,-149.489,29.87,70,20,5.14,PF,1715035391
411,mirny,62.5353,113.9611,2.91,99,100,6.71,RU,1715035539
412,hilo,19.7297,-155.09,24.03,90,100,6.69,US,1715035539
413,sitka,57.0531,-135.33,6.76,82,94,2.68,US,1715035539
414,miquelon,47.0975,-56.3814,3.0,96,100,9.01,PM,1715035539
415,tsiombe,-25.3,45.4833,20.3,71,0,3.41,MG,1715035402
416,mani,4.8172,-72.2886,26.14,82,90,1.29,CO,1715035539
417,spitak,40.8322,44.2673,5.8,96,100,0.66,AM,1715035539
418,piracaia,-23.0539,-46.3581,23.58,79,0,1.4,BR,1715035540
419,kerikeri,-35.2268,173.9474,17.73,87,10,5.36,NZ,1715035540
420,areka,7.0667,37.7,16.86,93,100,0.38,ET,1715035540
421,visakhapatnam,17.69,83.2093,28.32,88,56,4.66,IN,1715035250
422,tomaszow mazowiecki,51.5313,20.0086,13.09,84,100,2.08,PL,1715035540
423,chul'man,56.8479,124.9104,3.19,97,99,2.46,RU,1715035540
424,brookings,44.3114,-96.7984,19.69,81,100,9.26,US,1715035540
425,kalabo,-14.97,22.6814,19.5,59,43,2.02,ZM,1715035540
426,albufeira,37.0882,-8.2503,17.91,77,0,6.64,PT,1715035278
427,kayangel,8.0823,134.7173,28.27,71,100,4.57,PW,1715035541
428,newman,37.3138,-121.0208,22.94,39,27,1.34,US,1715035541
429,tshabong,-26.05,22.45,20.11,26,0,4.21,BW,1715035541
430,kavarna,43.4333,28.3333,12.54,90,8,6.89,BG,1715035541
431,revda,56.801,59.9303,1.92,97,95,4.05,RU,1715035541
432,wesselsbron,-27.8549,26.3658,14.73,27,0,1.56,ZA,1715035541
433,mokwa,9.2833,5.05,28.88,64,86,2.08,NG,1715035541
434,namibe,-15.1961,12.1522,22.86,70,2,2.51,AO,1715035434
435,tateyama,34.9833,139.8667,21.17,88,75,3.09,JP,1715035542
436,fort mcmurray,56.7268,-111.381,17.77,48,20,8.75,CA,1715035542
437,elliot lake,46.3834,-82.6331,15.41,50,62,3.04,CA,1715035542
438,kabare,-2.4683,28.8242,17.24,97,91,0.43,CD,1715035542
439,bushehr,28.9684,50.8385,28.05,44,0,3.09,IR,1715035542
440,ugoofaaru,5.6667,73.0,28.9,76,84,1.01,MV,1715035542
441,cabedelo,-6.9811,-34.8339,27.37,86,100,4.22,BR,1715035486
442,jining,35.405,116.5814,17.86,55,58,0.66,CN,1715035542
443,katsuren-haebaru,26.3369,127.8719,25.21,90,75,3.09,JP,1715035543
444,tralee,52.2704,-9.7026,10.38,92,91,1.33,IE,1715035543
445,maitum,6.0392,124.4986,27.35,80,94,1.43,PH,1715035543
446,horta,38.5333,-28.6333,17.8,92,40,6.26,PT,1715035401
447,tiszaalpar,46.8128,19.9984,19.16,56,98,4.13,HU,1715035543
448,prince rupert,54.3161,-130.3201,7.83,87,75,9.26,CA,1715035543
449,ingeniero guillermo n. juarez,-23.9,-61.85,30.87,46,53,5.68,AR,1715035543
450,sena madureira,-9.0656,-68.6569,25.3,91,99,1.12,BR,1715035543
451,moussoro,13.6408,16.4901,31.59,11,28,3.99,TD,1715035544
452,larkird,35.4894,66.6641,11.92,58,0,2.34,AF,1715035544
453,hirara,24.8,125.2833,25.92,94,40,5.66,JP,1715035544
454,arraial do cabo,-22.9661,-42.0278,23.98,83,0,4.63,BR,1715035544
455,katabu,-4.9333,122.5167,24.71,95,97,0.77,ID,1715035544
456,porbandar,21.6422,69.6093,27.05,85,0,5.04,IN,1715035544
457,kamen'-na-obi,53.7884,81.3423,3.94,61,35,1.83,RU,1715035544
458,friedeburg,53.45,7.8333,11.12,94,100,2.26,DE,1715035545
459,kapuskasing,49.4169,-82.4331,17.0,36,75,5.14,CA,1715035339
460,remire-montjoly,4.9167,-52.2667,28.02,89,100,4.12,GF,1715035545
461,meulaboh,4.1363,96.1285,25.13,93,100,2.5,ID,1715035545
462,asau,46.4333,26.4,12.82,80,35,2.96,RO,1715035545
463,dolores,-36.3132,-57.6792,14.78,93,100,4.77,AR,1715035384
464,namie,37.4833,141.0,18.73,90,100,6.43,JP,1715035545
465,iowa falls,42.5225,-93.2513,23.13,46,100,9.26,US,1715035538
466,acapulco de juarez,16.8634,-99.8901,29.9,70,0,4.63,MX,1715035482
467,tabas,33.5959,56.9244,24.76,33,98,2.91,IR,1715035545
468,nguigmi,14.2495,13.1092,31.57,22,82,3.47,NE,1715035546
469,carbonear,47.7332,-53.2148,7.08,79,100,5.93,CA,1715035546
470,enoch,37.7733,-113.0244,15.64,31,0,4.12,US,1715035546
471,manokwari,-0.8667,134.0833,27.02,84,100,3.39,ID,1715035546
472,sorong,-0.8833,131.25,25.08,90,100,10.0,ID,1715035546
473,wamba,8.9333,8.6,25.38,81,49,0.73,NG,1715035421
474,anna regina,7.2644,-58.5077,26.62,85,100,4.21,GY,1715035546
475,belyy yar,53.6039,91.3903,4.94,87,0,2.0,RU,1715035378
476,hami,42.8,93.45,23.25,24,0,7.22,CN,1715035546
477,bykovo,55.6361,38.0803,5.1,61,100,6.0,RU,1715035547
478,dalandzadgad,43.5708,104.425,15.96,26,3,3.66,MN,1715035547
479,kiunga,-6.1219,141.2906,25.0,95,100,0.72,PG,1715035380
480,halifax,44.6453,-63.5724,11.94,93,100,2.57,CA,1715035507
481,las tablas,7.7667,-80.2833,31.21,99,98,2.54,PA,1715035547
482,kingston,17.997,-76.7936,30.53,74,20,9.77,JM,1715035425
483,taoudenni,22.6783,-3.9836,31.52,6,9,3.92,ML,1715035547
484,mokhsogollokh,61.4681,128.9203,8.46,74,99,4.45,RU,1715035547
485,kappelrodeck,48.6,8.1167,12.31,93,74,2.45,DE,1715035547
486,quepos,9.4236,-84.1652,29.11,72,96,1.62,CR,1715035548
487,mezhdurechenskiy,59.6,65.9333,3.7,95,91,3.97,RU,1715035548
488,khovd,48.0056,91.6419,14.96,40,100,0.63,MN,1715035548
489,tsengel,49.4783,100.8894,13.45,32,6,1.2,MN,1715035548
490,klyuchi,52.2667,79.1667,4.96,58,60,3.42,RU,1715035548
491,kolonia town,6.964,158.206,29.06,84,100,2.57,FM,1715035548
492,longonjo,-12.9067,15.2533,15.11,55,75,1.01,AO,1715035548
493,cabo san lucas,22.8909,-109.9124,28.17,53,100,4.63,MX,1715035444
494,ascension,30.2169,-90.9001,31.0,65,40,5.14,US,1715035549
495,ishigaki,24.3448,124.1572,25.07,94,40,2.57,JP,1715035549
496,thunder bay,48.4001,-89.3168,16.95,36,100,5.14,CA,1715035549
497,hotan,37.0997,79.9269,21.19,22,99,4.95,CN,1715035549
498,dwarka,22.2394,68.9678,27.23,85,0,6.53,IN,1715035549
499,zarate,-34.0981,-59.0286,18.31,10,99,2.93,AR,1715035549
500,plymouth,41.8334,-70.8328,22.86,80,0,3.6,US,1715035507
501,bardai,11.65,7.2333,28.17,53,99,4.41,NG,1715035550
502,gebeit,21.0667,36.3167,23.34,37,0,2.21,SD,1715035550
503,priozersk,61.0393,30.1291,2.19,58,40,1.96,RU,1715035550
504,nizhniy odes,63.6445,54.856,-1.58,98,100,1.54,RU,1715035550
505,kindu,-2.95,25.95,23.2,76,90,0.67,CD,1715035550
506,yeniseysk,58.4497,92.1703,2.19,87,26,2.24,RU,1715035403
507,maues,-3.3836,-57.7186,24.36,98,83,1.01,BR,1715035550
508,alaghsas,17.0187,8.0168,32.44,11,64,3.43,NE,1715035550
509,bandon,51.7469,-8.7425,12.77,94,10,3.77,IE,1715035551
510,fort st. john,56.2499,-120.8529,14.94,31,75,6.69,CA,1715035429
511,chak thirty-one -eleven left,30.4333,72.7,29.33,25,0,3.41,PK,1715035450
512,thohoyandou,-22.9456,30.485,16.49,44,0,1.16,ZA,1715035551
513,askino,56.0901,56.5783,2.41,81,100,5.88,RU,1715035551
514,pavlodar,52.3,76.95,3.89,70,0,4.0,KZ,1715035551
515,mweka,-4.85,21.5667,21.6,63,24,0.86,CD,1715035551
516,monte argentario,42.4345,11.1195,16.89,76,97,9.77,IT,1715035276
517,dakhla,23.6848,-15.958,18.99,82,100,9.9,EH,1715035552
518,naberera,-4.2,36.9333,16.64,92,85,3.91,TZ,1715035552
519,mochudi,-24.4167,26.15,18.07,25,0,1.59,BW,1715035552
520,francisco i. madero,29.7059,-107.8043,22.0,16,27,10.4,MX,1715035552
521,al ghayzah,16.2079,52.176,29.41,77,0,4.42,YE,1715035552
522,forster,-32.1667,152.5167,19.1,81,97,5.26,AU,1715035552
523,port sudan,19.6175,37.2164,26.49,50,0,4.58,SD,1715035386
524,salinas,36.6777,-121.6555,23.34,63,0,6.17,US,1715035552
525,vila franca do campo,37.7167,-25.4333,19.23,99,100,9.4,PT,1715035552
526,kano,12.0001,8.5167,30.94,45,40,5.66,NG,1715035330
527,ylitornio,66.3089,23.6773,-6.68,94,14,2.37,FI,1715035553
528,kroya,-7.6331,109.2461,23.84,87,37,1.83,ID,1715035553
529,santo antonio,-6.3106,-35.4789,24.25,96,76,3.26,BR,1715035553
530,laojunmiao,39.8333,97.7333,12.59,24,41,2.39,CN,1715035553
531,dhidhdhoo,6.8833,73.1,29.34,74,31,4.48,MV,1715035301
532,saudarkrokur,65.7461,-19.6394,5.44,62,78,4.39,IS,1715035553
533,callaway,30.153,-85.5699,28.32,74,0,4.63,US,1715035553
534,bulungu,-4.55,18.6,23.04,62,0,0.73,CD,1715035554
535,chingirlau,51.095,54.0814,5.9,85,6,1.87,KZ,1715035554
536,kyren,51.6828,102.1408,15.53,45,83,2.68,RU,1715035554
537,manistee,44.2445,-86.3242,19.03,68,0,3.6,US,1715035554
538,vozhega,60.4725,40.2213,-3.77,83,92,1.46,RU,1715035554
539,posto fiscal rolim de moura,-13.0833,-62.2667,27.5,68,99,1.07,BR,1715035554
540,sheridan,44.8333,-106.9173,7.21,88,100,12.35,US,1715035554
541,alta,69.9689,23.2717,-0.41,76,93,12.96,NO,1715035554
542,el granada,37.5027,-122.4694,20.53,63,0,7.72,US,1715035555
543,belomorsk,64.5232,34.7668,-2.32,95,100,1.16,RU,1715035555
544,jijiga,9.35,42.8,18.64,78,88,0.82,ET,1715035555
545,niquero,20.0431,-77.5828,28.65,69,5,0.56,CU,1715035555
546,buala,-8.145,159.5921,26.59,90,100,1.72,SB,1715035409
547,bairnsdale,-37.8333,147.6167,9.47,98,2,1.15,AU,1715035555
548,ternate,0.8,127.4,26.42,81,100,2.89,ID,1715035555
549,fortuna,40.5982,-124.1573,15.52,86,100,5.14,US,1715035407
550,yoichi,43.2039,140.7703,11.76,99,100,1.79,JP,1715035556
551,port macquarie,-31.4333,152.9167,15.5,65,100,4.65,AU,1715035556
552,phetchaburi,12.9667,99.5833,23.17,89,2,1.37,TH,1715035556
553,belinskiy,52.9647,43.4165,7.53,83,100,4.39,RU,1715035556
554,rajgarh,28.6333,75.3833,30.84,19,5,3.73,IN,1715035556
555,mugia,43.1041,-9.2179,11.62,86,15,2.94,ES,1715035556
556,lompoc,34.6391,-120.4579,23.9,57,0,7.2,US,1715035395
557,winnemucca,40.973,-117.7357,12.47,33,67,8.25,US,1715035515
558,luderitz,-26.6481,15.1594,14.81,75,0,3.23,NA,1715035404
559,murzuq,25.9155,13.9184,25.76,24,72,2.69,LY,1715035557
560,brisas de zicatela,15.8369,-97.0419,30.29,74,20,3.09,MX,1715035557
561,maintirano,-18.0667,44.0167,24.13,80,0,3.83,MG,1715035557
562,estevan,49.1334,-102.9842,12.19,94,100,11.83,CA,1715035557
563,grand falls-windsor,48.9332,-55.6649,5.28,86,100,0.89,CA,1715035398
564,galesong,-5.3166,119.3661,25.01,83,81,1.15,ID,1715035557
565,rongelap,11.1635,166.8941,28.12,76,74,8.75,MH,1715035430
566,marietta,33.9526,-84.5499,29.14,61,40,5.66,US,1715035459
567,usinsk,65.9939,57.5281,-5.52,77,100,7.6,RU,1715035558
568,dolneni,41.4253,21.4547,11.15,83,67,1.81,MK,1715035558
569,la feria,26.159,-97.8239,34.08,76,100,8.23,US,1715035433
570,la asuncion,11.0333,-63.8628,26.41,84,100,7.12,VE,1715035558
571,griffith,41.5284,-87.4237,24.59,64,0,5.14,US,1715035558
572,dexter,36.7959,-89.9579,26.85,73,28,4.49,US,1715035558
